backbone,variant,training_seed,threshold,hq_id,identity,location,missing_pixels,condition,full_face_lpips,effective_fp_fraction,effective_fn_fraction,hole_mae,hole_psnr,visible_mae,missed_mae,overcovered_mae,true_fraction,mask_fp_fraction,mask_fn_fraction
lama,preservation_weighted,29,0.5,20832,4516,eye_center,1966,accurate,0.019861627370119095,0.0023651123046875,0.0002288818359375,0.12443817406892776,14.122991999913861,0.00010509940329939127,,,0.029998779296875,0.0,0.0
lama,preservation_weighted,29,0.5,20832,4516,eye_center,1966,under,0.006204754114151001,0.0031585693359375,0.00018310546875,0.08837170153856277,17.552792051325202,0.00011411437299102545,0.06764612346887589,,0.029998779296875,0.0,0.0059967041015625
lama,preservation_weighted,29,0.5,20832,4516,eye_center,1966,over,0.019558124244213104,0.0030364990234375,0.0001068115234375,0.10802759230136871,14.682540496658042,0.00012377243547234684,,0.014375030994415283,0.029998779296875,0.0059967041015625,0.0
lama,preservation_weighted,29,0.5,20832,4516,eye_center,1966,mixed,0.0056063393130898476,0.0034637451171875,3.0517578125e-05,0.07082004100084305,19.418405844946967,0.00012298686488065869,0.05978941172361374,0.01386991422623396,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,1966,accurate,0.015881728380918503,0.0030517578125,0.000213623046875,0.13627780973911285,14.590111167923475,0.00010504305100766942,,,0.029998779296875,0.0,0.0
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,1966,under,0.015110501088202,0.0037841796875,6.103515625e-05,0.12939465045928955,15.053625282378569,0.00014617686974816024,0.0621170736849308,,0.029998779296875,0.0,0.0059967041015625
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,1966,over,0.012988817878067493,0.003570556640625,1.52587890625e-05,0.10575047880411148,17.055940978527772,0.0001344717020401731,,0.016968563199043274,0.029998779296875,0.0059967041015625,0.0
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,1966,mixed,0.016780374571681023,0.004119873046875,1.52587890625e-05,0.1297229677438736,15.000522625598421,0.0001446914830012247,0.07165346294641495,0.018793709576129913,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,preservation_weighted,29,0.5,20832,4516,upper_image,1966,accurate,0.02325514517724514,0.0028533935546875,0.0001068115234375,0.09819505363702774,16.04261461840731,0.00018966694187838584,,,0.029998779296875,0.0,0.0
lama,preservation_weighted,29,0.5,20832,4516,upper_image,1966,under,0.005983076989650726,0.00238037109375,1.52587890625e-05,0.07683844119310379,18.560140306796626,0.00012282583338674158,0.0654960572719574,,0.029998779296875,0.0,0.0059967041015625
lama,preservation_weighted,29,0.5,20832,4516,upper_image,1966,over,0.007437456399202347,0.003082275390625,0.0,0.07988984882831573,18.32353129770442,0.00017918269440997392,,0.026533998548984528,0.029998779296875,0.0059967041015625,0.0
lama,preservation_weighted,29,0.5,20832,4516,upper_image,1966,mixed,0.02273644506931305,0.0030364990234375,1.52587890625e-05,0.08941344171762466,16.940449278446525,0.00011468501179479063,0.0558505579829216,0.016770634800195694,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,preservation_weighted,29,0.5,20832,4516,eye_center,3932,accurate,0.052781812846660614,0.0020599365234375,0.0005035400390625,0.20825257897377014,10.990136930501826,8.150697249220684e-05,,,0.05999755859375,0.0,0.0
lama,preservation_weighted,29,0.5,20832,4516,eye_center,3932,under,0.05394040793180466,0.00152587890625,0.0005340576171875,0.2249757945537567,10.383386824172764,6.0000154917361215e-05,0.1690688133239746,,0.05999755859375,0.0,0.011993408203125
lama,preservation_weighted,29,0.5,20832,4516,eye_center,3932,over,0.05710878223180771,0.0023956298828125,0.00048828125,0.2336149662733078,10.142353363730823,9.313332702731714e-05,,0.0069740284234285355,0.05999755859375,0.011993408203125,0.0
lama,preservation_weighted,29,0.5,20832,4516,eye_center,3932,mixed,0.05367651581764221,0.00189208984375,0.00042724609375,0.22959208488464355,10.266245251911116,6.305653369054198e-05,0.15348729491233826,0.004942155908793211,0.05999755859375,0.011993408203125,0.011993408203125
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,3932,accurate,0.06871908158063889,0.002227783203125,0.0008544921875,0.29044219851493835,8.599890761162978,8.436736243311316e-05,,,0.05999755859375,0.0,0.0
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,3932,under,0.06759946048259735,0.0017242431640625,0.0009307861328125,0.2804308831691742,8.860619901916396,6.627515540458262e-05,0.18722890317440033,,0.05999755859375,0.0,0.011993408203125
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,3932,over,0.06835626065731049,0.00225830078125,0.000885009765625,0.27920353412628174,8.898000813054708,9.291973401559517e-05,,0.006180798169225454,0.05999755859375,0.011993408203125,0.0
lama,preservation_weighted,29,0.5,20832,4516,mouth_center,3932,mixed,0.06420300900936127,0.0018768310546875,0.0006103515625,0.2713319957256317,8.967382722257843,6.662324449280277e-05,0.18243210017681122,0.005173117853701115,0.05999755859375,0.011993408203125,0.011993408203125
lama,preservation_weighted,29,0.5,20832,4516,upper_image,3932,accurate,0.06215602159500122,0.0023193359375,0.00054931640625,0.17586995661258698,11.963636579960752,6.196431786520407e-05,,,0.05999755859375,0.0,0.0
lama,preservation_weighted,29,0.5,20832,4516,upper_image,3932,under,0.0708412230014801,0.00164794921875,0.0006103515625,0.2163078635931015,9.858189740815138,3.2948297302937135e-05,0.14879120886325836,,0.05999755859375,0.0,0.011993408203125
lama,preservation_weighted,29,0.5,20832,4516,upper_image,3932,over,0.06608358025550842,0.002288818359375,0.00054931640625,0.18623609840869904,11.522326905286778,5.820429578307085e-05,,0.004542974755167961,0.05999755859375,0.011993408203125,0.0
lama,preservation_weighted,29,0.5,20832,4516,upper_image,3932,mixed,0.07430543005466461,0.00189208984375,0.000579833984375,0.23117367923259735,9.640302575528048,2.6846320906770416e-05,0.1612057238817215,0.0020812656730413437,0.05999755859375,0.011993408203125,0.011993408203125
lama,preservation_weighted,29,0.5,20832,4516,eye_center,6554,accurate,0.0783020406961441,0.0033416748046875,0.0007781982421875,0.16523925960063934,12.47018691676641,0.00011375723261153325,,,0.100006103515625,0.0,0.0
