backbone,variant,training_seed,threshold,hq_id,identity,location,missing_pixels,condition,full_face_lpips,effective_fp_fraction,effective_fn_fraction,hole_mae,hole_psnr,visible_mae,missed_mae,overcovered_mae,true_fraction,mask_fp_fraction,mask_fn_fraction
resshift,generic,17,0.5,20832,4516,eye_center,1966,accurate,0.006405872292816639,0.0064849853515625,0.0001373291015625,0.05981699377298355,20.046803258709495,0.0004682862781919539,,,0.029998779296875,0.0,0.0
resshift,generic,17,0.5,20832,4516,eye_center,1966,under,0.006755982059985399,0.0062103271484375,0.0001373291015625,0.06240781769156456,19.915513163113253,0.00042857989319600165,0.06537294387817383,,0.029998779296875,0.0,0.0059967041015625
resshift,generic,17,0.5,20832,4516,eye_center,1966,over,0.006403006613254547,0.0062713623046875,0.0,0.05699918791651726,20.99208539712179,0.0004276395484339446,,0.03126433491706848,0.029998779296875,0.0059967041015625,0.0
resshift,generic,17,0.5,20832,4516,eye_center,1966,mixed,0.00554429367184639,0.0054168701171875,0.0,0.05633325129747391,21.218277709118524,0.00036029069451615214,0.054524656385183334,0.029825519770383835,0.029998779296875,0.0059967041015625,0.0059967041015625
resshift,generic,17,0.5,20832,4516,mouth_center,1966,accurate,0.007626445032656193,0.003570556640625,1.52587890625e-05,0.08281069248914719,19.01030852082949,0.0001451752905268222,,,0.029998779296875,0.0,0.0
resshift,generic,17,0.5,20832,4516,mouth_center,1966,under,0.007441297173500061,0.0040740966796875,0.0,0.07990148663520813,19.21090030849644,0.00017637772543821484,0.05277343839406967,,0.029998779296875,0.0,0.0059967041015625
resshift,generic,17,0.5,20832,4516,mouth_center,1966,over,0.008075175806879997,0.0034637451171875,0.0,0.08206824213266373,18.958801179649353,0.00013761644368059933,,0.02001405693590641,0.029998779296875,0.0059967041015625,0.0
resshift,generic,17,0.5,20832,4516,mouth_center,1966,mixed,0.008036540821194649,0.0041046142578125,0.0,0.0846821591258049,18.697789766541693,0.0001672600774327293,0.054767824709415436,0.024451695382595062,0.029998779296875,0.0059967041015625,0.0059967041015625
resshift,generic,17,0.5,20832,4516,upper_image,1966,accurate,0.028444740921258926,0.002593994140625,0.000244140625,0.07512371987104416,18.68927929592279,0.00017028063302859664,,,0.029998779296875,0.0,0.0
resshift,generic,17,0.5,20832,4516,upper_image,1966,under,0.026625577360391617,0.0037078857421875,0.0002288818359375,0.07589025050401688,18.86748394484322,0.0002902681299019605,0.09871072322130203,,0.029998779296875,0.0,0.0059967041015625
resshift,generic,17,0.5,20832,4516,upper_image,1966,over,0.04114838317036629,0.0028076171875,0.000335693359375,0.09570302069187164,17.02763131496829,0.00017774829757399857,,0.022787632420659065,0.029998779296875,0.0059967041015625,0.0
resshift,generic,17,0.5,20832,4516,upper_image,1966,mixed,0.02596501260995865,0.0029754638671875,0.0001220703125,0.06521724164485931,19.74497833975036,0.00015365458966698498,0.06721533834934235,0.02197141945362091,0.029998779296875,0.0059967041015625,0.0059967041015625
resshift,generic,17,0.5,20832,4516,eye_center,3932,accurate,0.011592568829655647,0.00372314453125,0.000213623046875,0.06483670324087143,19.751747384540053,9.781012340681627e-05,,,0.05999755859375,0.0,0.0
resshift,generic,17,0.5,20832,4516,eye_center,3932,under,0.01129978895187378,0.0029144287109375,0.0001068115234375,0.06540266424417496,19.703539836853224,7.701229333179072e-05,0.05193983018398285,,0.05999755859375,0.0,0.011993408203125
resshift,generic,17,0.5,20832,4516,eye_center,3932,over,0.011561118066310883,0.00347900390625,0.0002593994140625,0.06419049948453903,19.847270537403197,8.938937389757484e-05,,0.0068819522857666016,0.05999755859375,0.011993408203125,0.0
resshift,generic,17,0.5,20832,4516,eye_center,3932,mixed,0.012249866500496864,0.003448486328125,0.0001068115234375,0.06455914676189423,19.863497226442227,8.936641097534448e-05,0.052120693027973175,0.006854189094156027,0.05999755859375,0.011993408203125,0.011993408203125
resshift,generic,17,0.5,20832,4516,mouth_center,3932,accurate,0.01476839929819107,0.003936767578125,0.0001068115234375,0.08980756998062134,18.820119329417707,0.0001374329294776544,,,0.05999755859375,0.0,0.0
resshift,generic,17,0.5,20832,4516,mouth_center,3932,under,0.018545962870121002,0.002960205078125,6.103515625e-05,0.09064987301826477,18.327886877479788,9.810804476728663e-05,0.058523423969745636,,0.05999755859375,0.0,0.011993408203125
resshift,generic,17,0.5,20832,4516,mouth_center,3932,over,0.015247955918312073,0.00347900390625,0.0001678466796875,0.08809921145439148,18.84276772636475,8.91714880708605e-05,,0.006584318354725838,0.05999755859375,0.011993408203125,0.0
resshift,generic,17,0.5,20832,4516,mouth_center,3932,mixed,0.014339410699903965,0.003692626953125,4.57763671875e-05,0.08692702651023865,18.90308432749961,0.00010295240645064041,0.05029290169477463,0.007527023553848267,0.05999755859375,0.011993408203125,0.011993408203125
resshift,generic,17,0.5,20832,4516,upper_image,3932,accurate,0.041852958500385284,0.00372314453125,0.000213623046875,0.08606239408254623,18.251129837305164,0.0002322918298887089,,,0.05999755859375,0.0,0.0
resshift,generic,17,0.5,20832,4516,upper_image,3932,under,0.032507821917533875,0.0028076171875,0.0001068115234375,0.07976514846086502,18.9987682820314,0.00016664288705214858,0.06553316116333008,,0.05999755859375,0.0,0.011993408203125
resshift,generic,17,0.5,20832,4516,upper_image,3932,over,0.037909407168626785,0.0025634765625,0.0004425048828125,0.08707926422357559,18.62128225119251,0.0001303010358242318,,0.006959978025406599,0.05999755859375,0.011993408203125,0.0
resshift,generic,17,0.5,20832,4516,upper_image,3932,mixed,0.03970501944422722,0.0029296875,0.000152587890625,0.08675168454647064,18.521301966995352,0.00013722016592510045,0.07081742584705353,0.009001255966722965,0.05999755859375,0.011993408203125,0.011993408203125
resshift,generic,17,0.5,20832,4516,eye_center,6554,accurate,0.07395793497562408,0.0022735595703125,0.0010223388671875,0.11762012541294098,14.659651232305661,6.959666643524542e-05,,,0.100006103515625,0.0,0.0
resshift,generic,17,0.5,20832,4516,eye_center,6554,under,0.0772700160741806,0.0020294189453125,0.0009307861328125,0.1389978975057602,14.154834553982866,6.185819074744359e-05,0.14633210003376007,,0.100006103515625,0.0,0.0200042724609375
resshift,generic,17,0.5,20832,4516,eye_center,6554,over,0.07363741099834442,0.0020294189453125,0.000701904296875,0.10888278484344482,15.359231500154419,5.060537296230905e-05,,0.0022317483089864254,0.100006103515625,0.0200042724609375,0.0
