backbone,radius,feather,hq_id,identity,location,missing_pixels,condition,full_face_lpips,hole_mae,hole_psnr,visible_mae,missed_mae,overcovered_mae,true_fraction,mask_fp_fraction,mask_fn_fraction
lama,8,0,25702,4555,eye_center,6554,accurate,0.07787969708442688,0.1149354875087738,15.745341101226701,0.0017824372043833137,,,0.100006103515625,0.0,0.0
lama,8,0,25702,4555,eye_center,6554,under,0.0477299727499485,0.10343405604362488,16.460571957402827,0.0007964527467265725,0.05399179831147194,,0.100006103515625,0.0,0.0200042724609375
lama,8,0,25702,4555,eye_center,6554,over,0.08709895610809326,0.12912513315677643,14.94089508628341,0.0033187048975378275,,0.05423177406191826,0.100006103515625,0.0200042724609375,0.0
lama,8,0,25702,4555,eye_center,6554,mixed,0.08693651854991913,0.12903451919555664,14.943696574067163,0.0032764647621661425,0.07871399819850922,0.053675662726163864,0.100006103515625,0.0200042724609375,0.0200042724609375
lama,8,0,25702,4555,mouth_center,6554,accurate,0.05783110857009888,0.10037212073802948,17.010613696567034,0.003825470572337508,,,0.100006103515625,0.0,0.0
lama,8,0,25702,4555,mouth_center,6554,under,0.053029902279376984,0.09917812794446945,16.935506038906677,0.0019368223147466779,0.056633107364177704,,0.100006103515625,0.0,0.0200042724609375
lama,8,0,25702,4555,mouth_center,6554,over,0.06694599986076355,0.10920814424753189,16.574993029354857,0.006060941610485315,,0.10763039439916611,0.100006103515625,0.0200042724609375,0.0
lama,8,0,25702,4555,mouth_center,6554,mixed,0.06695836037397385,0.10900161415338516,16.584777549658973,0.006002918817102909,0.0844135656952858,0.10756304115056992,0.100006103515625,0.0200042724609375,0.0200042724609375
lama,8,0,25702,4555,upper_image,6554,accurate,0.03757574409246445,0.06872006505727768,20.44498428777524,0.0025598343927413225,,,0.100006103515625,0.0,0.0
lama,8,0,25702,4555,upper_image,6554,under,0.0325375497341156,0.061520520597696304,21.189514466227763,0.0010159426601603627,0.041146665811538696,,0.100006103515625,0.0,0.0200042724609375
lama,8,0,25702,4555,upper_image,6554,over,0.05112955719232559,0.07230523973703384,20.221056714815727,0.00454686488956213,,0.06694662570953369,0.100006103515625,0.0200042724609375,0.0
