hq_id,identity,partition,family,condition,radius,feather,full_face_lpips,hole_mae,hole_psnr,visible_mae,missed_mae,overcovered_mae,true_fraction,mask_fp_fraction,mask_fn_fraction
26788,1600,tuning,brush,accurate,0,0,0.006356408353894949,0.03381601348519325,26.203492877665525,0.0,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,0,2,0.04528271034359932,0.04766393080353737,22.35374451083962,0.0,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,0,4,0.08910340070724487,0.07265318185091019,18.361323235417675,0.0,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,0,8,0.11423055082559586,0.11724979430437088,15.046993304131306,0.0,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,2,0,0.010590488091111183,0.04127882421016693,23.77766067087503,0.0005018642987124622,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,2,2,0.010501302778720856,0.04127882421016693,23.77766067087503,0.0004071800212841481,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,2,4,0.013886084780097008,0.04413624107837677,23.34631921984544,0.00022719093249179423,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,2,8,0.07284082472324371,0.07422280311584473,18.946386931840394,0.00011359546624589711,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,4,0,0.013957079499959946,0.05282697454094887,21.84667075231171,0.0011735379230231047,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,4,2,0.01372601930052042,0.05282697454094887,21.84667075231171,0.0010890422854572535,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,4,4,0.013549627736210823,0.05282697454094887,21.84667075231171,0.0008856641943566501,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,4,8,0.02740887738764286,0.05949106439948082,21.18268987648593,0.00048042714479379356,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,8,0,0.018289638683199883,0.061803195625543594,20.793377322653,0.002883573994040489,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,8,2,0.017875803634524345,0.061803195625543594,20.793377322653,0.0027852405328303576,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,8,4,0.017263540998101234,0.061803195625543594,20.793377322653,0.002560889348387718,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,8,8,0.016345979645848274,0.061803195625543594,20.793377322653,0.0020466239657253027,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,12,0,0.025322137400507927,0.06216733157634735,20.84282515953957,0.004651904571801424,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,12,2,0.024965696036815643,0.06216733157634735,20.84282515953957,0.0045576817356050014,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,12,4,0.02474844828248024,0.06216733157634735,20.84282515953957,0.004328553564846516,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,12,8,0.023209664970636368,0.06216733157634735,20.84282515953957,0.0037430208176374435,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,16,0,0.03198198229074478,0.05626608803868294,22.190147022521746,0.007970591075718403,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,16,2,0.03148699924349785,0.05626608803868294,22.190147022521746,0.007848665118217468,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,16,4,0.030501756817102432,0.05626608803868294,22.190147022521746,0.007580195087939501,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,16,8,0.02952970564365387,0.05626608803868294,22.190147022521746,0.006945820990949869,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,24,0,0.050496652722358704,0.06060544773936272,21.65267420461063,0.013378975912928581,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,24,2,0.050199393182992935,0.06060544773936272,21.65267420461063,0.01326463557779789,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,24,4,0.04875234141945839,0.06060544773936272,21.65267420461063,0.01298646628856659,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,accurate,24,8,0.04634474590420723,0.06060544773936272,21.65267420461063,0.012287997640669346,,,0.076263427734375,0.0,0.0
26788,1600,tuning,brush,under,0,0,0.1488271951675415,0.31710150837898254,8.425901946858195,0.0,0.31637728214263916,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,0,2,0.14938539266586304,0.31694021821022034,8.42237947667919,0.0,0.31637728214263916,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,0,4,0.15059155225753784,0.31701961159706116,8.413319460003919,0.0,0.31637728214263916,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,0,8,0.1512264907360077,0.31724995374679565,8.402714062698601,0.0,0.31637728214263916,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,2,0,0.15060770511627197,0.31557121872901917,8.463010984753277,0.0,0.31551408767700195,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,2,2,0.1505846083164215,0.31568676233291626,8.45665779600377,0.0,0.31565526127815247,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,2,4,0.1508881151676178,0.3159774839878082,8.443776165869007,0.0,0.31594276428222656,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,2,8,0.15146756172180176,0.3166094422340393,8.421090329391983,0.0,0.3161497414112091,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,4,0,0.15066024661064148,0.31097620725631714,8.61077977077006,0.0,0.3118562400341034,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,4,2,0.15061241388320923,0.31112372875213623,8.60177717880867,0.0,0.3120366036891937,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,4,4,0.1505410224199295,0.3115687072277069,8.581197546907578,0.0,0.3125804662704468,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,4,8,0.15073227882385254,0.3131425082683563,8.528009118057334,0.0,0.3140847086906433,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,8,0,0.0982479676604271,0.11769036948680878,13.133176990838964,0.0,0.11925667524337769,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,8,2,0.11096850782632828,0.12662938237190247,12.983072809147622,0.0,0.13018286228179932,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,8,4,0.12783628702163696,0.14208844304084778,12.62352750687604,0.0,0.14907851815223694,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,8,8,0.13546796143054962,0.17025837302207947,11.953493603750918,0.0,0.18351073563098907,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,12,0,0.012925619259476662,0.0505870096385479,22.543328804166197,0.0009605520754121244,0.048939622938632965,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,12,2,0.012570931576192379,0.0505870096385479,22.543328804166197,0.0008710013935342431,0.048939622938632965,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,12,4,0.017291132360696793,0.051780153065919876,22.353508763498496,0.0006714529008604586,0.050398003309965134,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,12,8,0.0376863032579422,0.0632796660065651,20.681756187083977,0.00036071205977350473,0.06445390731096268,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,16,0,0.018223263323307037,0.06808649748563766,19.87645648374373,0.002769045764580369,0.06584908068180084,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,16,2,0.018150504678487778,0.06808649748563766,19.87645648374373,0.0026791836135089397,0.06584908068180084,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,16,4,0.017637502402067184,0.06808649748563766,19.87645648374373,0.002464339369907975,0.06584908068180084,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,16,8,0.01779676415026188,0.0684339627623558,19.85492035933789,0.0018893347587436438,0.06627379357814789,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,24,0,0.030456649139523506,0.057669974863529205,21.874736028408357,0.007289194967597723,0.056687045842409134,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,24,2,0.03010670095682144,0.057669974863529205,21.874736028408357,0.007173801772296429,0.056687045842409134,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,24,4,0.02914770506322384,0.057669974863529205,21.874736028408357,0.006908254697918892,0.056687045842409134,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,under,24,8,0.027777444571256638,0.057669974863529205,21.874736028408357,0.006266165059059858,0.056687045842409134,,0.076263427734375,0.0,0.0623931884765625
26788,1600,tuning,brush,over,0,0,0.017358828336000443,0.06497859209775925,20.16818635914596,0.0025007370859384537,,0.037649743258953094,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,0,2,0.01735077053308487,0.06497859209775925,20.16818635914596,0.0023954613134264946,,0.03606477007269859,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,0,4,0.017259249463677406,0.06497859209775925,20.16818635914596,0.002177627058699727,,0.03278517350554466,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,0,8,0.016659008339047432,0.06497859209775925,20.16818635914596,0.0016398633597418666,,0.024688895791769028,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,2,0,0.02052340842783451,0.05945248156785965,21.14876006832299,0.0031344755552709103,,0.03977448120713234,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,2,2,0.02015337347984314,0.05945248156785965,21.14876006832299,0.003044090000912547,,0.03977448120713234,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,2,4,0.019369712099432945,0.05945248156785965,21.14876006832299,0.002823065035045147,,0.03914863243699074,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,2,8,0.017665453255176544,0.05945248156785965,21.14876006832299,0.0023203520104289055,,0.03325700759887695,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,4,0,0.022539524361491203,0.06361588090658188,20.443098161972898,0.004126084502786398,,0.04402058944106102,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,4,2,0.022436920553445816,0.06361588090658188,20.443098161972898,0.004027050919830799,,0.04402058944106102,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,4,4,0.022034980356693268,0.06361588090658188,20.443098161972898,0.0038089477457106113,,0.04402058944106102,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,4,8,0.020418979227542877,0.06361588090658188,20.443098161972898,0.003259060438722372,,0.04185853898525238,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,8,0,0.031734779477119446,0.06324052810668945,20.998554877235854,0.006743851583451033,,0.05038883164525032,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,8,2,0.03159802034497261,0.06324052810668945,20.998554877235854,0.00662968959659338,,0.05038883164525032,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,8,4,0.030665991827845573,0.06324052810668945,20.998554877235854,0.006396683398634195,,0.05038883164525032,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,8,8,0.029730072245001793,0.06324052810668945,20.998554877235854,0.005794708151370287,,0.05038883164525032,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,12,0,0.03884775564074516,0.06219017878174782,21.48694738368377,0.011026650667190552,,0.06839753687381744,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,12,2,0.03874049708247185,0.06219017878174782,21.48694738368377,0.010910432785749435,,0.06839753687381744,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,12,4,0.038107018917798996,0.06219017878174782,21.48694738368377,0.010641471482813358,,0.06839753687381744,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,12,8,0.03562607988715172,0.06219017878174782,21.48694738368377,0.009950541891157627,,0.06839753687381744,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,16,0,0.05039789527654648,0.06469140201807022,21.026294075655905,0.012898677960038185,,0.058988116681575775,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,16,2,0.04972996190190315,0.06469140201807022,21.026294075655905,0.012768767774105072,,0.058988116681575775,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,16,4,0.048096463084220886,0.06469140201807022,21.026294075655905,0.012465435080230236,,0.058988116681575775,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,16,8,0.046184297651052475,0.06469140201807022,21.026294075655905,0.01174112968146801,,0.058988116681575775,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,24,0,0.07229050993919373,0.07941713184118271,19.216254018358583,0.027281176298856735,,0.09968061745166779,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,24,2,0.07188369333744049,0.07941713184118271,19.216254018358583,0.027151046320796013,,0.09968061745166779,0.076263427734375,0.0613555908203125,0.0
26788,1600,tuning,brush,over,24,4,0.0712754875421524,0.07941713184118271,19.216254018358583,0.02682304196059704,,0.09968061745166779,0.076263427734375,0.0613555908203125,0.0
